,content
4752,　　网秦上市后加大了对手机安全多线产品的研发、运营和推广的投入，以期应对纽交所对上市公司持续的税前盈利的要求。然而，面对中国用户对360等同类产品免费的无抵抗力，加上手机软件推广渠道的逐年加价，网秦最终决定将整个安全业务线重点迁移到海外战场，因为那里有更青睐付费安全软件的用户土壤。
4753,　　自营的安全业务转至海外后，网秦在业务上大做加法，在两年时间内迅速完成投资和收购了一批公司，这其中包括国信灵通、飞流九天、睿峰、万普、天亚、亿拍、吟隆等等，业务遍及企业移动、手机游戏、移动医疗、广告流量、手机壁纸和音乐搜索等。一开始，网秦并没有深入介入这些公司的运营，而是只作为资金后援。一方面，迅速扩张中的网秦希望有专业人员来进行针对性运营管理，另一方面也是出于对被投公司的信任。
4754,　　网秦将庞杂的业务归集为安全、企业、游戏、医疗和广告这五快，并尝试平台化运作。之后，随着移动医疗的淡出和广告业务(万普)并轨到游戏(飞流)，网秦在2015年再次将业务重组缩小至两条线：技术线(安全、企业，N)和娱乐线(游戏、直播，Q)。网秦创始人兼董事长史文勇认为，“移动互联网时代的企业已经不能够死守一个业务阵地，原因在于产业边界在消融，企业叠加服务的成本在降低，大家拼的是产业链的覆盖度和服务体系”。所以，网秦上市后做了几年的加法，快速占位市场。但时间紧迫造成的选择不确定性，也为网秦接下来做“减法”，提供了大量教材和经验依据。
4755,　　2015年，网秦出售国信灵通，砍掉企业业务。2015到2016年，网秦连续五次尝试出售飞流，希望为飞流提供更好的发展平台。当然，秀色直播为代表的娱乐业务不负众望。网秦财报显示，2016年一季度移动社交视频直播平台营收同比增长319.9%，第二季度增长142.2%，第三季度增长82.2%。
4756,　　自2005年成立以来，网秦用了10年多的时间走过了从零到一、从一到多、从多到少的加减法之路。适合的才是最好的，一个企业要做到持续生存发展就需要做适合自己的事，才能对股东和投资人负责。网秦高管在2016年第三季度财报电话会议上提及投资凌动科技，而凌动科技的智能汽车产品正在商用化的前夜，可见网秦的加减法并没有结束。
4757,　　高层换血 务实团队稳健经营
4758,　　与网秦开始做“减法”几乎同步的是网秦高层的变动。
4759,　　2013年10月，网秦遭遇浑水做空，随之而来的就是多次高层人员的调整。2016年2月许泽民担任网秦CEO，负责网秦移动互联网整体业务战略架构、实施管理和业务线发展。至此，网秦的运营正才进入到持续稳定状态。
4760,　　移动互联网瞬息万变，不仅需要大踏步向前，更需要稳健扎实，夯实自身竞争壁垒。同时，之所以说现在的网秦处于最平衡状态，正是经过这几年的磨合，领导团队架构也完美匹配公司目前状况。
4761,　　经历此番高层调整后，在新CEO的领导下，网秦高管团队以务实态度来推动公司发展。面对移动互联网的下半场说，高管深知企业未来面临的严峻形势。正如史文勇所说，移动互联网已进入下半场，网秦面临全新挑战。但移动互联网企业随时都是“麦迪时刻”。中国网民数量规模已接近“房顶”，增量红利即将消失，企业进一步发展面临阻力。网秦要做的则是要在有限的时间空间中寻找更多的无限可能。
4762,　　2016年12月30日，掌阅与单向街文学节合作，在北京单向街书店举行了“阅读进化论——新时代背景下，阅读生态的演进趋势”主题沙龙，掌阅科技副总裁游亭、中南博集天卷副总编辑毛闽峰、人气畅销书作者苏小懒、《裸婚时代》作者唐欣恬参加了活动。游亭在沙龙上从内容载体、创作形式、阅读行为等三个方面阐述了自己眼中阅读进化论，并表示书籍的载体从纸书发展到电子书之后，“先电后纸”也将迅速流行起来。
4763,　　内容载体的进化
4764,　　对于内容载体的进化，游亭认为将有更多的书实现由纸书到电子书的进化。他向大家分解了纸书的成本构成，以及纸书销售量低于平均水准会亏损的现实，从中可以看到纸书从印刷到销售、到处理库存的各种问题。他也承认，大部分数字平台销售的作品都是先有一本纸质书，把它数字化再卖给市场的用户，这是现在的一个形态。
4765,　　同时，他也介绍了另一种形态，就是好的内容从电子书变成纸书的趋势。他以《法医灵异档案》这本电子书举例，这本书先在掌阅平台上推出电子版，受到了读者的喜爱，而后出版社的编辑将50万字的电子书精简成10余万字，变成纸再销售到市场，收到了很好的效果。
4766,　　先电后纸可以有效筛选内容，将读者喜欢的内容制作成纸质书提供给读者，节约资源，提升效率。游亭发现，在移动端平台或者数字端平台被用户喜欢的作品，当它推出纸质书的时候，绝大多数在纸质书市场也会被用户喜欢。
4767,　　“出版是指通过可大量进行内容复制的媒体实现信息传播的一种社会活动，你发现它没有强调一定要用纸，只要符合传播，符合内容的生产就可以了，为什么不能先有一个纯粹电子化的内容呈现给大家呢？”游亭谈到。
4768,"　,　创作形式的进化"
4769,　　谈到创作形式的进化，游亭总结了创作形式的两个演变，一个是离线到在线，一个是单体到群体。
4770,　　他拿中国自助游这种类型书举例，其由于是离线的，并不能及时更新各种旅行中的道路、餐厅、酒店等信息，即使一年推出一版，很多介绍内容与实际情况也已经不一致。这是由于这种书是离线的，其已正在被可以实时更新的旅游锦囊等在线内容所替代。
4771,　　而单体到群体的进化，则跟网络原创文学相关。在连载的作品中，读者通过跟作者互动，可以为小说的创作走向提供建议，而作者也会将众多读者的建议充分考虑到创作中，甚至为读者安排相应的角色，从而将传统作者单一创作作品的形式，变成作者和读者互动，共同创作作品的新形式。
4772,　　阅读行为的进化
4773,　　游亭将阅读用户端的行为分为三个阶段，分别是1.0、2.0、3.0时代。
4774,　　阅读的1.0时代就是工具时代，最早所有数字阅读的工具都是一个软件，为用户提供离线的、单点的阅读服务；阅读的2.0时代是系统，完整的闭环，用户在平台上可以付费购买正版内容，同时可以发表评论，简单的闭环，变成了比较清晰的商业模式。
4775,　　游亭认为阅读的3.0时代则是社会化，他举例介绍，在掌阅APP的 5.0版本中，掌阅加入了一个功能叫“想法”，在阅读某一本书的时候，看到了某一句特别有感触，把感触写出来。 这个“想法”的空间在于，读者可以找一些更有思想或者更会读书的人来带着大家一起去读书，阅读慢慢会变成一个社会化的行为，更多的书会被大家读到。更多人把自己的理解分享出来，我们所有的信息可以汇集在同一本书上，帮助我们更好的理解一本书。
4776,"　,　不一样的2016年创作"
4777,　　在被问及对《法医秦明》这个IP的影视改编时，中南博集天卷副总编辑毛闽峰表示，“作为一个新兵来说，我们从便宜并且简单好做的东西入手”，悬疑或者探案小说是类型剧，这是非常成熟的市场，类型剧切入比较快、比较简单，用比较低的成本迅速切入到这个行业里面。
4778,　　之所以选择了《法医秦明》，毛闽峰介绍说：“这是因为这是真实的类型剧，这部作品早已在互联网上流行，在邀请众多明星加盟后，我们把这个剧尽量做得简单，突出法医的类型，不讲男女私情，也获得了很好的收视效果。”
4779,　　谈到从纸质阅读向电子阅读转变中的感受，作家苏小懒表示，过去纸质书繁华的年代，两家书店可能因为先送书到谁家而争抢起来，但现在这样的情况已经很少了。而另一方面，传统作家们发现周围很多的作家每天出很多内容，这也是与以往相比一个很大的变化。
4780,　　2016年12月28日至29日，第三届中国B2B电子商务大会在上海隆重举行。此次会议以沉淀、价值、融合为主题，旨在与B2B行业人共同回顾历史并探讨未来的发展方向。千米网CEO石正川先生作为特邀嘉宾郑重出席，除了和2B行业著名企业人、投资人参与圆桌环节讨论外，更在29日颁奖典礼现场获得“年度新锐CEO”这一重要奖项。
4781,　　经过2015年跑马圈地式快速发展，2016年B2B行业进入精耕细作时期。B2B业界开始冷静思考并践行B2B商业本质，这一年回归业务、沉淀积累成为业界共识。同时，SaaS、支付、物流、金融等使得B2B更加深入企业服务本身，令行业向纵深地带发展。
4782,　　在圆桌会议环节，千米网CEO石正川与中驰车福董事长张后启、51订货网CEO陈献、进货宝CEO王成等企业家共同探讨了B2B的原力价值，寻求传统产业与互联网，与B2B的深度融合。
4783,　　石正川表示，在B2B经营这件事上自己一直在反思，B2B这件事情如果没有真正改变商业的本质，只是用一点技术手段改变一点连接效率，那B2B这个命题还是充满困惑的。石正川认为B2B商业的本质还是围绕着会员围绕着流量，围绕着体系的变革，这样B2B未来会更有意义一些。
4784,　　同时，会议现场中国电子商务协会B2B行业分会揭晓并颁发了“2016中国B2B行业新锐CEO”奖项。千米网CEO石正川、易酒批CEO王朝成、五阿哥CEO赵伟、西域CEO叶永清等十位CEO入围并获奖。
4785,　　据了解，千米网成立于2013年，是专业电商SaaS系统及服务提供商，致力于为企业提供全方位电商解决方案。融合虚拟化、容器、微服务等先进技术和丰富的行业电商运营经验，千米网自主研发出千米电商云系统。千米电商云涵盖订货分销系统、零售商城系统、终端门店进销存及收银、B2B2C平台等多款产品。
4786,　　苏小懒说：“纸质图书在市场不断的下滑，我觉得我们作家传统写作也好，网络写作也好，应该拿出勇气，让那些喜欢阅读的，热爱文字的人得到他们喜欢的东西。”
4787,　　谈到网络文学的创作，唐欣恬谈到，“网络文学有它独一无二的一个特点，它的娱乐性是必不可少的，这里说的娱乐性，完全是一个褒义词，当读者坐在电脑前面去动鼠标，或者是乘坐地铁的时候拿着手机一页一页翻页的时候，必须从这个翻页当中得到阅读的快感以及享受。”她认为，只有做到了这一点之后，才能谈更深层次的，用内容去向读者表达一些东西，去赞扬或者去抨击一些东西。
4788,　　对唐欣恬来说，2016年印象最深的一件事情，是网络作家在今年的转变。此前，很多网络文学作家创作主要是为了获得更多收入，而在2016年，很多作家把工作这件事情上升到了事业的高度，大家不再着眼于短期的利益，把写作变成了一个长期的事业。“大家开始思考的不是这个月能赚多少的稿费，而是在想写的这个东西，到底能发酵到什么样的地步，能在这个领域传播到多远或者留存多久。”唐欣恬表示。
4789,　　今日（1月4日）上午10点，小米电视为广大米粉用户精心准备的小米互联网音箱（礼品装），在小米商场正式开卖。小米互联网音箱自推出以来，深受米粉欢迎，也是众多米粉走亲访友的随手礼。尤其是鸡年春节临近，小米电视贴心推出的这款礼品装，外包装采用鲜艳红色非常讨喜，而价格仍然只需399元，体现了小米的真诚与厚道。
4790,　　不涨价加上全新的包装，这是小米电视送给米粉们鸡年第一份美好的礼物。
4791,　　小米互联网音箱于2016年11月22日发布，11月25日首卖秒罄。它能自己上网，操作简单方便，汇聚了10大主流音频服务内容、800多万集网络电台节目，并提供全国1500多个广播电台、覆盖31个直辖市等海量内容，可支持AUX in、蓝牙4.1和802.11ac WiFi连接，内置8GB存储空间，支持USB扩展。
4792,
4793,　　小米互联网音箱白色的外观简约大方，操作简单方便。其机身面板上设置了7个按键，形象标识让用户轻松上手，同时还可通过专为其打造的“小米互联网音箱”应用进行操控，如果还觉得不够简便，其还具备语音搜索功能，可长按控制面板的“CH”键，说出你想听的歌手名或歌曲，立刻为你播放，想听就听。
4794,
4795,　　硬件方面，小米互联网音箱在简约机身下首次内置了四个扬声器， 2只2.5英寸全频扬声器，可有效降低失真率，而2只20芯球顶高纯度桑蚕丝布膜高音扬声器，把高音变得更自然流畅，加上倒相式风管技术应用，低音音色也更优秀，音频幅度创纪录地达到：低频60Hz－高频22KHz。
4796,　　体验过小米互联网音箱的用户无不表示震惊，内容之丰富，音质之清晰饱满。小米互联网音箱的声音采样率高达192KHz／24bit，而标准CD音质只有44.1KHz／16bit，人耳能分辨的极限也只有48KHz。再经过拥有25年音响设计经验，原飞利浦家庭音响声学架构负责人王富裕老师领导下的小米电视团队的精心调校，整个音箱声音清晰饱满，音色细腻纯净，不管是爵士乐、还是摇滚，不管是老人还是小孩，你喜欢怎样的音乐，小米互联网音箱都能把接近现场演奏的声音呈现给你，对比绝大多数家用音箱，通过它听到的比以往更多。
4797,　　更值得一提的是，小米互联网音箱内置8GB存储，满足一些下载的需求。此外本机在连接播放方式也进一步升级，不仅支持AUX in有线连接播放，还支持插U盘、目前常见的蓝牙无线连接，而2.4/5GHz双频WIFI内置，则让整机可支持Airplay、DLNA和QPlay的无线音乐播放。而其通过对应APP设置好网络后，不需再借助其他设备，就可不间断地播放网络音乐。
4798,　　说起互联网音箱，那不得不提内容。小米互联网音箱继续发挥内容开放的运营模式，内置：酷我音乐、虾米音乐、小米音乐、酷客音乐、喜马拉雅FM、蜻蜓FM等十大主流音频商2000万首在线音乐、1500多个广播电台、800多万个网络电台节目，以及120多万集有声小说，20万段相声评书，还有数不清的儿童节目，堪称当前正版资源最多的音箱产品。在海量内容的基础上，小米互联网音箱独创了“定制频道”，令其真正成为了一台多功能互联网音箱，可以一当十。
4799,　　小米互联网音箱是继创立盒子品类之后，小米电视再次开创的新品类，是传统音箱的‘互联网＋’，它将带领传统音箱以及一切有声之物走向重生。这是一件美好的礼物，小米互联网音箱礼品装，你值得拥有。
4800,"　　,中新网,1月4日电  到医院看病从挂号到医保报销全流程都在微信上完成；足不出户就可以加签港澳游通行证；用手机就可以完成住酒店身份登记……这些在过去被认为是“比较科幻”的梦想，都在2016年因为“互联网+”而变成了现实。“互联网+”将为百姓生活带来怎样的创新改变？这个问题的答案在积极倡导“互联网+”的腾讯身上，能有一个全面的回答。"
4801,　　互联网+医疗：告别排队
4802,　　腾讯在互联网+医疗创新，以轻量化的改造，对已有的医疗行业流程和问题化繁为简，通过在线服务，实现从挂号、智慧医院服务、医保支付等全线闭环，让老百姓告别排队的“苦日子”。这一年，腾讯在全国各地大规模上线挂号平台，为用户提供一站式的挂号服务，覆盖全国156个城市，1600多家公立医院，使用户坐在家里即可挂到公立医院医生的号，免去奔波、等待之苦，有效提升民众的就医体验，也为分级诊疗的发展奠定了坚实的基础。
4803,　　通过与国内知名医院的合作，腾讯医疗大数据分析被广泛应用在医院的科研分析、管理决策、诊疗质量、患者服务、疾病预防、辅助诊断、流行病防控研究等领域。人工智能与图片识别技术的融入，让机器变得更“聪明”：不仅可以帮助医生实现食道癌筛查，还可以帮助医生更高效、准确地阅读胸片……这些腾讯在互联网+医疗领域的“黑科技”正被应用在越来越多的合作医院中。
4804,　　互联网+人社：“刷脸”成潮流
4805,　　在养老金领取、公务员考试、社保服务等诸多需要身份认证的场景，“刷脸”正悄悄成为新潮流。如在养老金领取身份验证方面，腾讯人脸识别技术可以取代传统线下窗口按手印获取养老金领取资格的业务模式，通过在线上传身份证照片、人脸识别验证，使得退休老人可在140秒内独立完成远程身份认证，这将为行动不便、移居外地的老人创造了极大的便利。人社工作人员也节省了大量上门时间，智能创造工作新模式，这在人社领域越发变得触手可及。
4806,　　事实上，腾讯正通过大数据以及各种创新技术，为互联网+人社创造更多的智能，也让人社工作带来了全新的模式：基于微信公众号、小程序、大数据分析、人脸识别等能力的轻量化互联网+人社解决方案，正越来越多地被应用在微信医保支付、电子档案、身份认证、智能决策、养老金领取、人社内部管理等多种业务场景。医保微信支付实现从挂号、问诊，到缴费，全流程移动就医体验；简化就医流程，打破了只能线下刷医保卡进行医保支付结算的现状，将传统的7步医保就医缩减至4步，有效解决“三长一短“中挂号排队长、缴费排队长问题。
4807,　　互联网+警务：平安就在身边
4808,　　LBS大数据的应用在互联网+警务领域成了2016年的新亮点——在2016年“平安夜”，全国共有20个大城市采用腾讯LBS服务，作为交通人潮疏导工作的重要平台，成功为平安夜出行的群众保平安。其中，山西省的LBS+警务位置大数据首次实现省一级范围应用；太原市局所使用热力图服务实时监测柳巷街道等重点安保区域几十个；武汉市局所使用热力图服务覆盖总人数超百万级别……升级的范围应用和海量的数据参考，让腾讯LBS+警务位置大数据愈发详实地帮助警方提供实时指挥辅助，让各地的交通和人流变得井然有序。
4809,　　除了让老百姓感觉到近在身边的平安，互联网+也切切实实地方便了市民使用各类警务服务。在全国出入境业务最繁忙的城市广州，自正式上线“广州公安”微信公众号以来，相继推出“证件费微信支付”、“出入境业务预约”、“港澳再次签注”、“签注易电子地图”等多项功能，累计提供各项服务201万人次，实现出入境业务全流程24小时“随手办”，办证缴费比线下缴费设备办理提升近5倍。
4810,　　互联网+政务：创新服务大开“脑洞”
4811,　　在城市综合服务，“互联网+”对整合政务资源，“惠民便民”效果突出，创新的服务常常让人“脑洞”大开。
4812,　　电子证件的上路，就是腾讯在2016年互联网+政务服务的创新亮点——腾讯联合南宁市公安局推出了电子证件，南宁市民只要出示这张电子证件就能实现治安检查、收发快递及酒店入住等功能。微信电子驾照的使用同样方便。此前深圳交管部门联合腾讯推出了微信电子驾照，将驾驶证、行驶证、交强险状态、防伪二维码放入了微信内，为市民提供便捷的身份认证、证件状态查询、业务办理等服务。
4813,　　2016年全年下来，腾讯的微信城市服务新增上线116个城市，累积上线197个城市，提供服务涉及公安、交管、医疗、教育、住房、民政、交通、气象、加油、生活缴费、文化生活等30个类别，累积服务用户2.2亿。由于有着共同的用户属性画像和共同的数据挖距平台，这些服务都可以互相吸取同类领域的创新手段，迅速在自己领域形成新的创新手段，我们也见证了包括人脸识别、智能核身等创新技术在某个领域成功应用后，迅速被其他领域复制使用，无缝移植。2016年，对腾讯“互联网+”而言，是创新技术爆发的一年，也是显现出无缝整合趋势的一年，可以预见的是，这种创新整合的趋势，将会在2017年中进一步深化，进一步拓展。
4814,"　　,中新网,1月4日电 近日，以“粹•品质电商新纪元”为主题，2016云商之家平台上线发布在北京国家会议中心召开。临沂市人大党组副书记、临沂市人大常委会副主任徐福田指出，近年来，党中央、国务院一直高度重视互联网行业的发展，陆续推出互联网+国家战略、网络强国战略、大数据战略，山东省临沂市一直认真贯彻落实党中央国务院及各部委对互联网电子商务方面的政策，成绩显著。"
4815,　　发布会上，中央财经大学中国互联网经济研究院院长孙宝文从宏观角度深度解析了中国电子商务未来的发展方向；山东省临沂市人大常委会副主任徐福田、山东省临沂市政府党组成员兼临沂商城管委会主任姚明、山东省临沂市经济技术开发区管委会副主任张西涛、中央财经大学中国互联网经济研究院院长孙宝文及云商之家董事长刘桂梅参与平台上线的启动仪式。
4816,　　据悉，云商之家是从山东省临沂市诞生的知名电子商务企业，是中国领先的创新型互联网企业，是中国电子商务协会副理事长单位，是可信商品信息化专业委员会发起单位，同时也是此次论坛的主办单位，打造资讯、社交、购物、娱乐、公益五大板块。五大板块相互促进，融合发展，共同推动中国民族互联网事业发展。
4817,　　云商之家聚合产业力量，以“打造民族品牌、发展数字经济”为企业愿景，坚持“诚信企业、永续经营”的宗旨，运行“网民股东化、资源资本化、个人品牌化、创业协作化、工作生活化”的经营模式，以建设生态产业链式的网络消费服务平台为企业目标。
4818,　　另据商务部数据显示，2016年我国农产品在线经营企业和商户达到100万家，预计全面交易额将通过2200亿元，占整个电商交易额的比重是4.6%上升到6.2%，增幅达到35%。2015年，临沂全市实现电子商务交易额1100亿元，同比增长33.2%，实现网络零售交易额260亿元，同比增长18.2%，占社会消费品零售总额比重为11.6%；电商创新创业主体加速孕育，全市电子商务企业和商户达到6万家，初具规模的电商平台20余个，已形成“云商之家”、“新明辉商城”、“易通厨具商城”等一批电子商务企业。
4819,　　近日雾霾再次席卷全国多地，中央气象台继续发布霾橙色预警，灰蒙蒙的空气让人感到窒息又压抑。为了健康着想，小伙伴们纷纷选择宅在家里躲避毒气。漫漫长日，不能呼朋唤友出门潇洒，人生真是寂寞如雪啊！
4820,　　眼看如今雾霾形势严峻，甚至大有越演越烈的趋势，大家被迫闭门不出的同时，都在抓紧时间网购防霾口罩和空气净化器。但是电商网上品牌繁多，货比三家地细细看下来免不了耗费大量时间，好不容易决定下单，还要经过输卡号输密码等繁琐的支付步骤，想想都头痛。华为最近推出的畅享6S则体贴地考虑到了这个买买买中让人恼火的问题，其特色的一指快捷支付功能简直就是秒杀宝贝的神助攻：在熄屏状态下按特定手指就可直接进入支付宝支付界面，省掉了亮屏、解锁、打开APP、输入密码等步骤，省心又省力。有了它，再也不用发愁下单时的麻烦操作，只要轻触机身后面的指纹触控板，就能立即进入支付界面完成付款。虽然雾霾天气被困家中让人沮丧，但是华为畅享6S可以让你稳准狠地迅速秒杀抗霾宝贝，尽享极速的支付体验。
4821,
4822,　　雾霾天虽然不能尽情出门玩耍，但是小伙伴们依然可以在家线上组局，和朋友来几把手游，拯救家里蹲的无聊时光。游戏中各方厮杀固然酸爽，可是手机既要运行大负荷的游戏，又要同时hold住后台开着的多个APP，不用多久就会出现卡顿的情况，眼看还差一记杀招就能KO对方，却偏偏关键时刻画面定格完全卡住，简直让人欲哭无泪。别担心，高颜华为畅享6S的极速运行绝对是畅玩手游的福音。它拥有3GB运存和强大的8核64位处理器，带来愉悦畅快的操作体验。用华为畅享6S打手游，你就知道什么叫做行云流水，各种杀招自如使出不说，骁龙8核处理器完全跟得上你上下翻飞的手速，流畅的运行可以确保你在紧张的厮杀中如鱼得水，同一局中的敌手频频因为卡顿掉线错失良机，你却可以畅快地大战N轮毫无压力，华为畅享6S的闪速运行绝对功不可没。
4823,
4824,　　雾霾频频来袭让人好不心塞，但是有了华为畅享6S，家里蹲的时光也依然可以充实愉快，它的一指闪付功能和强悍配置妥妥hold住网购秒杀和手游大战，给你最暖心的陪伴！
4825,　　国内餐饮外卖平台在经历了粗放式生长后，目前正逐渐回归理性，同时被催热的还有外卖送餐员行业。
4826,　　有关行业调查报告显示，截至目前，我国外卖用户已经突破1.5亿，月平均工资近7000元的外卖送餐员，撑起了千亿级规模的餐饮外卖市场。
4827,　　而一直以来被一些行业机构榜单冠以“高薪职业”的外卖送餐员，其“光鲜”背后所普遍面临的却是负荷强、罚款重、安全无保障等诸多“辛酸”现状。这一现状，也被业内认为是导致外卖送餐行业人员目前流动性大的主要原因。
4828,　　杜金阳曾是美团外卖郑州地区的一名全职送餐员，也称“骑手”，最近因为身体原因打了离职报告转成了兼职。“全职每天要工作13个小时以上，送餐高峰期一次接六七个单子是常有的事，长时间下来，身体实在吃不消了。”他说。
4829,　　而事实上，在杜金阳所在的配送站点，像他一样因为身体“吃不消”而离职的“骑手”几乎每天都有。一位从事送餐员入职培训的讲师甚至对新人调侃：“今天在座的等待入职的外卖员或许有100人，然而隔壁就是办离职的房间，可能会有150人离职。”
4830,　　随着用户对服务品质不断提升的客观要求，当前，“提供高品质送餐服务”几乎是所有送餐平台对用户作出的服务承诺。而实际送餐业务中如何才能让用户认可这项服务标准，对于“骑手”们来说，最基本的是保证将用户的外卖安全准时送达。
4831,　　其次，就是认真践行好公司制定的从业务操作到安全保障等方面的各项规章制度，避免出现诸如超时、提前点击订单完成、违反交通规则、对用户出现辱骂等行为。
4832,　　以美团外卖配送站点为例，这些违规行为一经发现，轻则罚款50元到200元，累犯直接扣除当月工资甚至永久除名。而对于大多数送餐员来说，最怕的就是超时。
4833,　　“只要商家出餐正常，天气正常，一般都不会超时，怕就怕各种突发情况。”在杜金阳的记忆中，最忙时，他45分钟内要连续跑遍3公里内的6个不同地点，还要餐品绝对安全。“每次与用户之前出现不开心，导致的差评罚款，几乎都是因为‘超时’而导致。”
4834,　　这也催生了送餐高峰期“骑手”们在街头不顾交通安全隐患与时间赛跑的常见场景。而对于“骑手”们来说，受制于公司有关安全标准的处罚规定和人员管理不规范而导致的社会保险的缺失等因素，一旦出现安全事故，往往都是不敢报备，自认倒霉。
4835,　　杜金阳的同事杨兵，送餐时就曾出过3次交通小事故。“都没敢跟公司说，说了不光没有医药费，还要扣你200块钱，公司安全标准中有明文规定。”杨兵说。
4836,　　记者调查发现，美团外卖、百度外卖在内的主流餐饮外卖平台对于“骑手”的管理大多采用的是第三方公司劳务输出。这一现状加之外卖送餐员流动性大的特点，公司很少有为“骑手”缴纳社会保险和人身意外险的情况，仅仅以罚款和监督员形式引导“骑手”遵守交通秩序。
4837,　　针对当前外卖送餐员“辛酸”的生存状态。业内人士认为，新阶段下，正式员工的保障、合理的休息时间和有尊严的对待是送餐员提出的新需求。而底层员工的辛酸和尴尬处境长期发展，将直接影响用户体验，从而对企业长期发展造成负面影响。相反，增加关怀、给予员工适当的福利是企业获得更大竞争优势的良方。
4838,　　新年伊始，国内首例电商平台起诉售假店主案引发全社会关注。阿里巴巴将平台上一家曾出售假冒手表的网店店起诉至深圳市龙岗区法院，以“违背平台不得售假约定、侵犯平台商誉”为由索赔140万元人民币。
4839,　　一个事实是，电商平台本身并不产生假货，但在线下源头短期难以肃清的前提下，国内所有电商平台每天均在禁受经济和商誉上的双重损失。
4840,　　据悉，阿里巴巴目前已经准备了一份超长起诉清单，计划以违背合同约定、侵犯商誉为由，不惜一切代价对售假店主展开持续追偿。
4841,　　中国青年政治学院互联网法治研究中心执行主任刘晓春认为，打假需要社会综合治理，而不是依靠单一企业的努力，此类起诉行为，一旦结合主动排查和大数据系统，成为系统化、持续性的行动大规模展开，加之动辄几百万元的索赔，无疑会成为投向制假售假者的重磅“紧箍咒”。
4842,"　　,大数据+神秘抽检锁定嫌疑人"
4843,　　阿里巴巴首席平台治理官郑俊芳(花名“灭绝师太”)对记者表示，“该案系被阿里巴巴大数据发现，已被警方立案，但我们不仅要把不法分子送进监狱，还要在法律框架内用民事手段继续追偿，让其出了监狱也不敢死灰复燃。”
4844,　　案发前，湖北籍男子刘某落脚于深圳某花园小区，开了一家淘宝店，并实际控制了王某注册的另一家淘宝店，专门销售施华洛世奇手表等。
4845,　　表面上，刘某的小生意红红火火。但通过大数据排查，阿里巴巴发现刘某销售的施华洛奇手表存在假货嫌疑，并启动“神秘抽检”，邀请神秘买手购入后交给“施华洛世奇swarovski”品牌方进行鉴定，并证实存在包装不符、做工粗糙、颜色异样等诸多问题，确系假货。
4846,　　2016年8月10日，阿里巴巴联合品牌权利人，配合深圳市罗湖区警方开展行动，查处了刘某位于深圳的经营及居住场所，当场将其控制，查扣125块假冒施华洛世奇手表以及2枚假冒施华洛世奇公章等，涉案价值近200万元，后深圳公安立案处理。
4847,"　　,祭起诉讼让售假者不碰电商"
4848,　　“我们每年花1个亿的真金白银进行神秘抽检，就是不想放过任何蛛丝马迹。”郑俊芳表示，随着互联网的发展，原来蛰居在线下销售的假货也开始向网络蔓延，为此阿里巴巴每年要投入大量的人力、物力、财力，大数据打假系统每天24小时不停歇在全网扫描商品信息，并在去年年底组建了平台治理部，专门有2000多名员工全职负责打假，另有5000名社会志愿者积极参与打假。
4849,　　然而，即便在这样的高压打击下，仍然有极少数售假分子铤而走险。郑俊芳表示，这不仅违背了平台与店铺《服务协议》中明确约定——不得销售侵犯他人知识产权或其它合法权益的商品，也客观上破坏了阿里巴巴辛辛苦苦积攒起来的商誉和消费者信任，更为关键的是一些不法分子交完罚款、坐完牢又会死灰复燃、重蹈覆辙，甚至其本人受到处罚，但其家人或者利益相关方仍在继续制假售假。
4850,　　郑俊芳表示，从新一年开始，阿里巴巴不再只是自己打假，还要践行“打假国家队”的职责，联合全社会力量一起向假货宣战，穷尽法律框架内一切追偿手段让不法分子闻风丧胆、望而生畏，“让他们不但不敢在阿里巴巴卖假货，也不敢跑到其他电商平台或者线下市场卖。”
4851,"　　,草拟“售假店主起诉清单”"
4852,　　记者从有关方面获悉，阿里巴巴目前已经准备了一份超长起诉清单，计划以违背合同约定、侵犯商誉为由，不惜一切代价对售假店主展开持续追偿。本案作为第一案，目前已经诉状递交深圳市龙岗区法院，等待法院立案，售假店主刘某被索赔140万并在媒体上公开道歉。对于被诉店铺的消费者而言，阿里巴巴也将按照平台相关规则协助其对商家发起维权。
4853,　　中南财经政法大学教研室主任知识产权研究中心研究员肖志远认为，传统的知识产权侵权诉讼，诉讼周期长、举证责任重、民事赔偿额度低、刑事责任追究难且刑期较短，电商平台通过合同前置，在合同中明确约束商家不得售假不失为一种直接手段，并借此对不良商家开展违约诉讼，有利于将纸上的知识产权保护落实到行动。
4854,　　中国社科院法学所助理研究员周辉认为，通过诉讼将进一步增加了售假者的违法成本，拓宽打假机制、提高全社会打假的震慑力。
4855,　　2017年初的拉斯维加斯，虽然天空飘着小雨，但是丝毫没有阻挡CES的热情，数千家企业纷纷拿出全身解术，讲技术、拼产品、搭舞台，厉兵秣马要在开年之初赢得众多消费者和媒体的关注。而在中关村科技园区海淀园管理委员会展台区域，刚刚成立2年的商汤科技携手数位战略合作伙伴，首次亮相CES。
4856,　　尽管商汤科技的展台不大，但来头可不小：
4857,　　● 强技术班底打造世界顶尖AI团队——
4858,　　凭借多个原创深度神经网络模型，包括超过1000层的深度学习网络，在2016年9月最近一届ImageNet大规模视觉识别大赛中，一举揽下目标检测、视频中物体检测和场景分析三项世界冠军；
